32, 1051.914375
64, 981.193780
128, 886.855166
256, 888.346917
512, 870.122751
1024, 888.687013
2048, 863.812558
4096, 843.149640
8192, 834.614077
16384, 832.916257
32768, 833.478068
65536, 829.283604
131072, 830.476268
262144, 835.422680
524288, 836.369478
1048576, 834.876915
2097152, 843.781987
4194304, 837.206304
