16, 2257.320045
48, 1340.273880
112, 1088.805703
240, 982.144166
496, 944.508046
1008, 910.744160
2032, 888.544797
4080, 861.153668
8176, 854.408992
16368, 849.977268
32752, 848.673466
65520, 846.032555
131056, 847.066693
262128, 850.247633
524272, 849.697754
1048560, 851.666211
2097136, 852.765107
4194288, 853.904117
